originator_address,loan_class,loan_count,volume_usd,share_of_originator_volume,period
pb1vfx4xuhvynkrw583hw9t799e4hgez2mh04psmv,Auto,248,1120215.05,0.3728532808101665,all_time
pb1xn26pu6csqg4vj2apq4x4muvc8g2vgazea9ack,Unknown,849,67682055.0,0.5869572943255857,all_time
pb1xn26pu6csqg4vj2apq4x4muvc8g2vgazea9ack,HELOC/Property-Secured,597,47627961.0,0.41304270567441426,all_time
pb1xvd4k9jg5h0d4dhzr4z0txtwe9p5zxf58xcmxd,Unknown,4298,106978891.57,0.71399735655404,all_time
pb1xvd4k9jg5h0d4dhzr4z0txtwe9p5zxf58xcmxd,HELOC/Property-Secured,992,17989038.6,0.12006224610155203,all_time
pb1xvd4k9jg5h0d4dhzr4z0txtwe9p5zxf58xcmxd,Other,1687,17140860.55,0.11440134536964551,all_time
pb1xvd4k9jg5h0d4dhzr4z0txtwe9p5zxf58xcmxd,Consumer/Unsecured,1302,7722144.35,0.05153905197476253,all_time
pb1xxdjdaasyfq2sew8e8pvpmc7nkktc9ksrmdlq4,Unknown,13,605607.06,0.9151369933228418,all_time
pb1xxdjdaasyfq2sew8e8pvpmc7nkktc9ksrmdlq4,HELOC/Property-Secured,5,56159.5,0.08486300667715817,all_time
pb1xxdjdaasyfq2sew8e8pvpmc7nkktc9ksrmdlq4,Other,4,,0.0,all_time
pb1xzl9wgh0ry2dma43f58vmuteqd3996j6mhqhgz,Unknown,159,8003465.9,0.72374384040931,all_time
pb1xzl9wgh0ry2dma43f58vmuteqd3996j6mhqhgz,Other,66,1583318.5,0.14317759656864507,all_time
pb1xzl9wgh0ry2dma43f58vmuteqd3996j6mhqhgz,HELOC/Property-Secured,93,1471639.11,0.1330785630220451,all_time
pb1xzvkzyt5q3940rp2e299hx0e5udrhgne2a8ylk,Unknown,37,2086671.19,0.9169616424072758,all_time
pb1xzvkzyt5q3940rp2e299hx0e5udrhgne2a8ylk,Other,13,150637.0,0.06619555183838274,all_time
pb1xzvkzyt5q3940rp2e299hx0e5udrhgne2a8ylk,HELOC/Property-Secured,13,38328.1,0.01684280575434135,all_time
pb1yanv2m82r4j90len04gf8hftqgelhtu885ekw8,Unknown,36,1981823.34,0.8062355519890894,all_time
pb1yanv2m82r4j90len04gf8hftqgelhtu885ekw8,HELOC/Property-Secured,20,351297.38,0.14291305958512976,all_time
pb1yanv2m82r4j90len04gf8hftqgelhtu885ekw8,Other,14,124998.79,0.050851388425780804,all_time
pb1ynpk833mljl5v4jl6qx6t6t4cqzy3nkx06ce8y,Other,1,125946.0,1.0,all_time
pb1zxmqmr8euz8lu6q8yvr6m2udm77xqcyn7tk0yy,Unknown,18,906660.23,0.9644036784333508,all_time
pb1zxmqmr8euz8lu6q8yvr6m2udm77xqcyn7tk0yy,Other,8,33465.0,0.03559632156664916,all_time
pb1zxmqmr8euz8lu6q8yvr6m2udm77xqcyn7tk0yy,HELOC/Property-Secured,11,,0.0,all_time
